order_id;user_id;status;gender;created_at;returned_at;shipped_at;delivered_at;num_of_item
620;503;Complete;F;2023-10-21 00:41:00+00:00;;2023-10-23 23:23:00+00:00;2023-10-25 17:02:00+00:00;1
621;504;Complete;M;2021-03-14 09:13:00+00:00;;2021-03-17 02:11:00+00:00;2021-03-17 23:37:00+00:00;1
622;505;Shipped;F;2023-12-17 01:07:00+00:00;;2023-12-19 07:28:00+00:00;;1
626;506;Cancelled;M;2020-02-06 04:23:00+00:00;;;;1
623;506;Returned;M;2023-07-20 04:23:00+00:00;2023-07-23 15:36:00+00:00;2023-07-21 01:09:00+00:00;2023-07-23 11:10:00+00:00;1
625;506;Returned;M;2020-07-03 04:23:00+00:00;2020-07-11 04:42:00+00:00;2020-07-05 20:33:00+00:00;2020-07-08 21:59:00+00:00;1
624;506;Shipped;M;2021-04-20 04:23:00+00:00;;2021-04-22 06:12:00+00:00;;1
628;507;Complete;M;2023-10-23 08:35:00+00:00;;2023-10-23 12:33:00+00:00;2023-10-28 09:43:00+00:00;1
627;507;Returned;M;2023-05-28 08:35:00+00:00;2023-06-03 22:55:00+00:00;2023-05-29 17:22:00+00:00;2023-06-03 04:16:00+00:00;1
629;507;Shipped;M;2022-08-16 08:35:00+00:00;;2022-08-18 18:24:00+00:00;;1
630;507;Shipped;M;2023-04-09 08:35:00+00:00;;2023-04-12 08:11:00+00:00;;1
631;509;Shipped;M;2023-10-08 02:47:00+00:00;;2023-10-09 20:53:00+00:00;;1
632;510;Complete;F;2024-01-02 16:36:00+00:00;;2024-01-04 20:08:00+00:00;2024-01-08 12:29:00+00:00;1
633;510;Processing;F;2023-12-19 16:36:00+00:00;;;;2
634;510;Returned;F;2023-12-30 16:36:00+00:00;2024-01-02 08:23:00+00:00;2023-12-30 19:51:00+00:00;2024-01-02 06:09:00+00:00;3
635;510;Shipped;F;2024-01-09 16:36:00+00:00;;2024-01-11 18:41:00+00:00;;1
636;511;Shipped;F;2020-06-18 08:47:00+00:00;;2020-06-18 10:20:00+00:00;;1
637;512;Shipped;F;2023-08-31 00:42:00+00:00;;2023-08-31 04:56:00+00:00;;1
638;513;Shipped;F;2022-08-02 05:36:00+00:00;;2022-08-04 22:37:00+00:00;;2
639;513;Shipped;F;2023-02-06 05:36:00+00:00;;2023-02-08 15:10:00+00:00;;2
641;514;Complete;M;2021-06-25 04:34:00+00:00;;2021-06-25 08:06:00+00:00;2021-06-28 05:27:00+00:00;1
640;514;Processing;M;2021-05-17 04:34:00+00:00;;;;1
642;515;Processing;F;2021-05-13 07:44:00+00:00;;;;1
644;516;Returned;M;2024-01-07 14:59:00+00:00;2024-01-13 17:18:00+00:00;2024-01-08 01:11:00+00:00;2024-01-11 04:23:00+00:00;1
643;516;Shipped;M;2023-11-27 14:59:00+00:00;;2023-11-29 10:27:00+00:00;;2
645;517;Shipped;F;2023-02-13 10:04:00+00:00;;2023-02-15 12:07:00+00:00;;1
647;518;Returned;F;2022-09-13 08:23:00+00:00;2022-09-17 08:35:00+00:00;2022-09-15 00:37:00+00:00;2022-09-17 00:23:00+00:00;1
646;518;Shipped;F;2022-03-20 08:23:00+00:00;;2022-03-21 11:32:00+00:00;;1
648;519;Complete;M;2023-08-09 01:38:00+00:00;;2023-08-11 23:14:00+00:00;2023-08-14 15:04:00+00:00;1
649;520;Shipped;F;2021-10-16 04:13:00+00:00;;2021-10-17 12:58:00+00:00;;1
650;521;Complete;M;2023-12-04 10:02:00+00:00;;2023-12-05 08:12:00+00:00;2023-12-08 13:40:00+00:00;1
651;521;Returned;M;2023-09-26 10:02:00+00:00;2023-09-30 05:29:00+00:00;2023-09-27 20:14:00+00:00;2023-09-28 12:19:00+00:00;1
652;522;Cancelled;M;2023-10-27 12:39:00+00:00;;;;1
653;523;Processing;M;2021-06-02 06:07:00+00:00;;;;1
654;525;Processing;F;2022-11-07 11:58:00+00:00;;;;2
655;526;Cancelled;M;2021-02-20 03:42:00+00:00;;;;1
656;526;Complete;M;2021-01-05 03:42:00+00:00;;2021-01-07 21:19:00+00:00;2021-01-11 16:18:00+00:00;4
658;528;Complete;M;2023-12-31 01:20:00+00:00;;2023-12-31 07:25:00+00:00;2024-01-02 20:07:00+00:00;1
657;528;Returned;M;2023-10-26 01:20:00+00:00;2023-10-27 15:09:00+00:00;2023-10-26 14:27:00+00:00;2023-10-27 07:03:00+00:00;1
659;529;Complete;M;2022-09-21 03:48:00+00:00;;2022-09-23 00:36:00+00:00;2022-09-25 11:34:00+00:00;2
661;530;Processing;M;2023-11-02 12:19:00+00:00;;;;1
662;530;Returned;M;2023-04-01 12:19:00+00:00;2023-04-09 15:55:00+00:00;2023-04-03 12:15:00+00:00;2023-04-07 00:17:00+00:00;2
660;530;Shipped;M;2023-02-01 12:19:00+00:00;;2023-02-04 11:37:00+00:00;;1
663;530;Shipped;M;2023-01-24 12:19:00+00:00;;2023-01-25 15:14:00+00:00;;2
664;531;Returned;F;2022-06-13 06:57:00+00:00;2022-06-20 07:06:00+00:00;2022-06-15 09:58:00+00:00;2022-06-19 20:46:00+00:00;2
665;532;Returned;F;2023-11-25 18:59:00+00:00;2023-12-04 16:55:00+00:00;2023-11-28 16:30:00+00:00;2023-12-02 07:57:00+00:00;1
666;532;Shipped;F;2022-05-28 18:59:00+00:00;;2022-05-31 04:43:00+00:00;;3
667;533;Cancelled;M;2021-09-11 00:25:00+00:00;;;;1
670;534;Cancelled;F;2021-05-13 15:38:00+00:00;;;;3
668;534;Complete;F;2021-08-16 15:38:00+00:00;;2021-08-17 11:41:00+00:00;2021-08-19 10:35:00+00:00;1
669;534;Returned;F;2023-07-25 15:38:00+00:00;2023-08-02 10:40:00+00:00;2023-07-28 00:55:00+00:00;2023-07-30 20:34:00+00:00;1
672;536;Processing;F;2023-03-01 11:07:00+00:00;;;;1
671;536;Shipped;F;2022-06-07 11:07:00+00:00;;2022-06-08 13:24:00+00:00;;1
673;538;Shipped;M;2023-12-20 10:35:00+00:00;;2023-12-21 02:21:00+00:00;;4
674;538;Shipped;M;2023-11-15 10:35:00+00:00;;2023-11-16 13:52:00+00:00;;1
676;539;Complete;F;2023-07-03 10:44:00+00:00;;2023-07-05 11:59:00+00:00;2023-07-06 08:25:00+00:00;2
675;539;Processing;F;2022-03-21 10:44:00+00:00;;;;2
677;540;Shipped;F;2023-06-10 02:21:00+00:00;;2023-06-11 10:43:00+00:00;;1
678;540;Shipped;F;2020-04-09 02:21:00+00:00;;2020-04-09 13:05:00+00:00;;1
679;541;Processing;M;2023-01-14 11:19:00+00:00;;;;1
680;541;Processing;M;2023-09-19 11:19:00+00:00;;;;4
681;542;Complete;M;2023-02-17 03:59:00+00:00;;2023-02-18 15:37:00+00:00;2023-02-21 06:24:00+00:00;2
682;543;Processing;M;2020-02-01 03:57:00+00:00;;;;2
683;543;Returned;M;2020-12-02 03:57:00+00:00;2020-12-07 10:21:00+00:00;2020-12-02 15:34:00+00:00;2020-12-07 04:43:00+00:00;2
684;544;Processing;M;2022-07-24 01:39:00+00:00;;;;1
685;547;Complete;F;2023-01-10 08:44:00+00:00;;2023-01-11 06:15:00+00:00;2023-01-11 12:06:00+00:00;1
687;548;Processing;M;2023-08-27 05:02:00+00:00;;;;1
686;548;Shipped;M;2023-08-15 05:02:00+00:00;;2023-08-17 15:05:00+00:00;;1
688;549;Processing;M;2023-09-02 16:40:00+00:00;;;;1
689;550;Complete;F;2023-07-01 02:18:00+00:00;;2023-07-02 06:55:00+00:00;2023-07-06 16:01:00+00:00;1
690;551;Shipped;M;2023-05-20 09:58:00+00:00;;2023-05-21 06:26:00+00:00;;1
691;552;Cancelled;F;2023-11-01 12:33:00+00:00;;;;1
692;552;Returned;F;2023-05-19 12:33:00+00:00;2023-05-22 18:50:00+00:00;2023-05-19 18:09:00+00:00;2023-05-22 09:54:00+00:00;4
693;553;Cancelled;M;2023-08-09 05:41:00+00:00;;;;3
694;553;Shipped;M;2022-12-05 05:41:00+00:00;;2022-12-05 07:48:00+00:00;;1
695;554;Complete;M;2020-03-04 08:58:00+00:00;;2020-03-06 01:06:00+00:00;2020-03-08 08:03:00+00:00;1
698;555;Cancelled;M;2023-03-22 05:05:00+00:00;;;;1
696;555;Complete;M;2023-06-03 05:05:00+00:00;;2023-06-06 04:30:00+00:00;2023-06-08 13:32:00+00:00;1
697;555;Complete;M;2021-11-02 05:05:00+00:00;;2021-11-02 06:20:00+00:00;2021-11-02 18:24:00+00:00;1
699;555;Complete;M;2021-11-25 05:05:00+00:00;;2021-11-26 15:23:00+00:00;2021-11-30 20:14:00+00:00;1
700;557;Shipped;M;2021-12-31 06:26:00+00:00;;2022-01-01 18:20:00+00:00;;1
701;558;Cancelled;M;2023-01-06 10:08:00+00:00;;;;1
702;559;Complete;F;2023-01-22 04:12:00+00:00;;2023-01-23 21:09:00+00:00;2023-01-27 11:43:00+00:00;1
704;560;Cancelled;M;2021-07-30 07:51:00+00:00;;;;1
703;560;Processing;M;2022-08-30 07:51:00+00:00;;;;1
705;561;Complete;F;2023-08-25 05:37:00+00:00;;2023-08-25 06:49:00+00:00;2023-08-27 16:45:00+00:00;2
706;564;Processing;M;2023-10-16 12:27:00+00:00;;;;2
707;565;Cancelled;M;2023-10-18 10:38:00+00:00;;;;1
708;565;Complete;M;2022-05-07 10:38:00+00:00;;2022-05-09 15:39:00+00:00;2022-05-11 20:01:00+00:00;1
709;565;Shipped;M;2021-11-04 10:38:00+00:00;;2021-11-05 17:33:00+00:00;;1
710;566;Shipped;M;2023-12-17 10:44:00+00:00;;2023-12-17 13:51:00+00:00;;1
712;567;Cancelled;M;2020-06-02 06:50:00+00:00;;;;1
711;567;Complete;M;2021-06-19 06:50:00+00:00;;2021-06-21 04:24:00+00:00;2021-06-23 00:21:00+00:00;1
713;567;Complete;M;2021-06-28 06:50:00+00:00;;2021-06-29 11:41:00+00:00;2021-07-02 21:21:00+00:00;1
714;568;Cancelled;F;2023-03-22 16:33:00+00:00;;;;1
715;570;Processing;M;2021-05-14 06:48:00+00:00;;;;3
716;571;Complete;F;2022-02-17 17:25:00+00:00;;2022-02-19 16:56:00+00:00;2022-02-21 05:48:00+00:00;1
717;572;Processing;M;2023-03-27 13:55:00+00:00;;;;2
718;573;Shipped;M;2021-07-26 04:20:00+00:00;;2021-07-28 20:55:00+00:00;;1
720;574;Cancelled;M;2022-11-10 04:28:00+00:00;;;;1
719;574;Processing;M;2023-05-28 04:28:00+00:00;;;;1
721;575;Complete;F;2023-12-26 01:46:00+00:00;;2023-12-28 18:35:00+00:00;2023-12-31 08:44:00+00:00;1
722;576;Complete;M;2023-08-26 17:13:00+00:00;;2023-08-27 14:23:00+00:00;2023-08-27 17:46:00+00:00;1
724;577;Cancelled;F;2024-01-13 09:29:00+00:00;;;;1
723;577;Complete;F;2021-09-14 09:29:00+00:00;;2021-09-17 04:35:00+00:00;2021-09-18 17:59:00+00:00;2
725;578;Processing;M;2022-08-06 01:46:00+00:00;;;;1
728;579;Complete;F;2023-06-17 03:00:00+00:00;;2023-06-19 11:12:00+00:00;2023-06-23 09:58:00+00:00;1
727;579;Processing;F;2023-11-19 03:00:00+00:00;;;;1
726;579;Shipped;F;2023-12-09 03:00:00+00:00;;2023-12-10 19:29:00+00:00;;1
729;580;Processing;M;2020-02-20 18:42:00+00:00;;;;1
730;581;Complete;M;2023-07-27 17:06:00+00:00;;2023-07-29 00:00:00+00:00;2023-07-31 23:59:00+00:00;3
731;582;Cancelled;F;2024-01-13 09:44:00+00:00;;;;1
732;583;Cancelled;F;2020-02-26 03:02:00+00:00;;;;2
733;583;Processing;F;2023-05-18 03:02:00+00:00;;;;1
734;583;Shipped;F;2024-01-13 03:02:00+00:00;;2024-01-15 14:46:00+00:00;;4
735;584;Complete;M;2019-03-15 10:03:00+00:00;;2019-03-16 21:26:00+00:00;2019-03-18 13:26:00+00:00;1
737;588;Processing;M;2023-12-09 08:27:00+00:00;;;;2
736;588;Returned;M;2023-11-09 08:27:00+00:00;2023-11-12 12:59:00+00:00;2023-11-09 12:42:00+00:00;2023-11-09 22:42:00+00:00;3
739;589;Complete;M;2022-08-24 00:35:00+00:00;;2022-08-26 12:55:00+00:00;2022-08-28 20:42:00+00:00;2
738;589;Processing;M;2022-06-24 00:35:00+00:00;;;;1
740;590;Shipped;F;2021-06-30 01:23:00+00:00;;2021-06-30 16:02:00+00:00;;1
741;592;Processing;M;2021-02-24 08:37:00+00:00;;;;1
742;593;Complete;M;2023-02-22 10:22:00+00:00;;2023-02-23 18:15:00+00:00;2023-02-25 03:53:00+00:00;1
743;594;Processing;F;2023-06-21 09:45:00+00:00;;;;1
744;595;Processing;M;2023-05-30 00:17:00+00:00;;;;3
745;596;Processing;M;2020-07-20 15:06:00+00:00;;;;4
748;597;Cancelled;F;2020-06-13 01:41:00+00:00;;;;1
747;597;Returned;F;2023-03-28 01:41:00+00:00;2023-04-02 18:57:00+00:00;2023-03-30 12:22:00+00:00;2023-03-31 20:07:00+00:00;1
746;597;Shipped;F;2022-11-25 01:41:00+00:00;;2022-11-26 07:57:00+00:00;;1
749;598;Complete;F;2020-11-26 17:14:00+00:00;;2020-11-29 07:26:00+00:00;2020-12-03 06:13:00+00:00;2
751;599;Processing;M;2023-03-18 10:21:00+00:00;;;;1
750;599;Shipped;M;2023-06-21 10:21:00+00:00;;2023-06-22 14:58:00+00:00;;3
753;600;Complete;M;2021-09-26 16:42:00+00:00;;2021-09-28 09:00:00+00:00;2021-09-28 18:29:00+00:00;1
752;600;Processing;M;2023-03-22 16:42:00+00:00;;;;1
754;600;Shipped;M;2023-09-28 16:42:00+00:00;;2023-09-29 00:13:00+00:00;;1
755;601;Processing;M;2023-06-04 05:09:00+00:00;;;;3
756;603;Complete;F;2023-12-13 00:10:00+00:00;;2023-12-14 11:59:00+00:00;2023-12-16 17:18:00+00:00;1
757;603;Returned;F;2023-09-07 00:10:00+00:00;2023-09-12 11:54:00+00:00;2023-09-09 19:33:00+00:00;2023-09-12 03:37:00+00:00;3
758;604;Cancelled;F;2021-07-10 01:26:00+00:00;;;;1
759;605;Returned;F;2023-03-23 17:32:00+00:00;2023-04-02 02:32:00+00:00;2023-03-25 06:22:00+00:00;2023-03-30 05:01:00+00:00;3
760;607;Shipped;F;2023-07-26 17:13:00+00:00;;2023-07-28 12:32:00+00:00;;1
762;608;Cancelled;F;2022-02-17 17:36:00+00:00;;;;1
761;608;Complete;F;2021-11-15 17:36:00+00:00;;2021-11-16 09:32:00+00:00;2021-11-18 18:11:00+00:00;1
763;609;Cancelled;F;2022-10-29 02:00:00+00:00;;;;1
764;610;Complete;M;2023-07-01 09:45:00+00:00;;2023-07-03 12:11:00+00:00;2023-07-07 05:52:00+00:00;1
765;610;Complete;M;2021-07-13 09:45:00+00:00;;2021-07-15 23:21:00+00:00;2021-07-17 15:12:00+00:00;1
766;612;Processing;F;2019-03-24 05:04:00+00:00;;;;2
767;612;Processing;F;2024-01-03 05:04:00+00:00;;;;1
768;613;Complete;F;2023-11-13 03:24:00+00:00;;2023-11-14 14:01:00+00:00;2023-11-17 17:05:00+00:00;2
769;613;Returned;F;2023-07-21 03:24:00+00:00;2023-07-25 17:43:00+00:00;2023-07-22 18:40:00+00:00;2023-07-25 12:59:00+00:00;2
770;614;Shipped;F;2023-09-07 11:04:00+00:00;;2023-09-10 01:25:00+00:00;;1
771;615;Shipped;F;2023-04-08 07:53:00+00:00;;2023-04-09 14:12:00+00:00;;1
772;616;Processing;M;2023-11-19 03:14:00+00:00;;;;1
773;617;Complete;M;2024-01-17 14:03:45.052182+00:00;;2024-01-17 21:38:45.052182+00:00;2024-01-18 13:12:45.052182+00:00;1
774;618;Processing;M;2022-01-23 12:11:00+00:00;;;;1
776;619;Cancelled;M;2023-06-07 14:36:00+00:00;;;;1
775;619;Shipped;M;2023-07-15 14:36:00+00:00;;2023-07-18 07:54:00+00:00;;1
777;620;Shipped;F;2022-09-14 00:50:00+00:00;;2022-09-14 05:25:00+00:00;;1
778;621;Returned;M;2023-05-04 08:03:00+00:00;2023-05-11 03:01:00+00:00;2023-05-07 04:54:00+00:00;2023-05-08 16:40:00+00:00;1
779;622;Cancelled;F;2023-08-31 08:08:00+00:00;;;;1
780;623;Shipped;F;2022-06-14 16:39:00+00:00;;2022-06-17 08:25:00+00:00;;2
781;624;Cancelled;F;2023-04-28 03:43:00+00:00;;;;1
785;625;Complete;F;2024-01-03 00:43:00+00:00;;2024-01-03 23:25:00+00:00;2024-01-07 14:33:00+00:00;1
782;625;Returned;F;2023-03-05 00:43:00+00:00;2023-03-10 15:17:00+00:00;2023-03-07 06:24:00+00:00;2023-03-09 17:14:00+00:00;1
783;625;Shipped;F;2023-10-20 00:43:00+00:00;;2023-10-20 12:08:00+00:00;;2
784;625;Shipped;F;2023-12-02 00:43:00+00:00;;2023-12-04 00:00:00+00:00;;2
786;626;Processing;M;2023-02-14 10:47:00+00:00;;;;1
787;628;Processing;M;2022-04-02 05:28:00+00:00;;;;1
788;628;Processing;M;2023-02-08 05:28:00+00:00;;;;1
789;629;Shipped;M;2022-08-31 09:35:00+00:00;;2022-09-03 01:47:00+00:00;;1
790;630;Shipped;M;2021-05-12 09:50:00+00:00;;2021-05-13 10:01:00+00:00;;1
791;630;Shipped;M;2020-12-31 09:50:00+00:00;;2021-01-02 13:07:00+00:00;;1
792;632;Complete;F;2023-05-24 00:48:00+00:00;;2023-05-24 11:27:00+00:00;2023-05-25 10:09:00+00:00;2
793;632;Processing;F;2023-11-18 00:48:00+00:00;;;;1
794;633;Processing;M;2023-09-18 02:00:00+00:00;;;;2
795;634;Complete;M;2022-09-15 05:29:00+00:00;;2022-09-15 19:26:00+00:00;2022-09-20 04:53:00+00:00;1
796;635;Complete;M;2024-01-09 04:15:00+00:00;;2024-01-10 01:44:00+00:00;2024-01-11 01:51:00+00:00;1
797;637;Processing;F;2023-04-30 18:17:00+00:00;;;;1
798;638;Processing;M;2023-01-17 12:21:00+00:00;;;;3
799;640;Complete;M;2019-12-16 10:15:00+00:00;;2019-12-18 12:42:00+00:00;2019-12-19 03:45:00+00:00;1
800;640;Processing;M;2021-02-26 10:15:00+00:00;;;;1
801;640;Shipped;M;2022-09-09 10:15:00+00:00;;2022-09-10 05:14:00+00:00;;2
802;641;Complete;F;2021-08-04 08:00:00+00:00;;2021-08-05 09:12:00+00:00;2021-08-09 16:04:00+00:00;1
803;642;Shipped;F;2020-07-20 09:13:00+00:00;;2020-07-20 13:18:00+00:00;;2
804;643;Shipped;M;2022-01-25 12:54:00+00:00;;2022-01-27 14:40:00+00:00;;1
805;645;Processing;M;2020-10-17 07:41:00+00:00;;;;1
806;646;Cancelled;F;2023-05-17 16:47:00+00:00;;;;2
809;647;Cancelled;F;2022-09-25 04:31:00+00:00;;;;4
807;647;Complete;F;2022-12-29 04:31:00+00:00;;2022-12-31 18:49:00+00:00;2023-01-04 21:22:00+00:00;1
808;647;Processing;F;2021-08-11 04:31:00+00:00;;;;1
810;650;Shipped;F;2022-07-14 09:11:00+00:00;;2022-07-15 06:30:00+00:00;;1
811;650;Shipped;F;2021-03-12 09:11:00+00:00;;2021-03-14 03:30:00+00:00;;1
812;651;Complete;M;2021-10-06 14:22:00+00:00;;2021-10-08 23:31:00+00:00;2021-10-10 08:44:00+00:00;1
813;653;Shipped;F;2022-02-28 04:29:00+00:00;;2022-03-01 09:42:00+00:00;;4
815;654;Processing;F;2023-11-17 18:43:00+00:00;;;;4
814;654;Shipped;F;2022-12-20 18:43:00+00:00;;2022-12-22 14:55:00+00:00;;1
816;655;Cancelled;F;2024-01-08 11:47:00+00:00;;;;1
817;656;Processing;M;2023-09-24 10:59:00+00:00;;;;4
818;657;Shipped;F;2020-03-12 08:34:00+00:00;;2020-03-12 12:42:00+00:00;;1
819;658;Processing;F;2020-02-07 08:21:00+00:00;;;;1
822;659;Cancelled;M;2022-12-16 07:53:00+00:00;;;;1
820;659;Complete;M;2022-05-01 07:53:00+00:00;;2022-05-02 22:57:00+00:00;2022-05-03 20:51:00+00:00;1
821;659;Complete;M;2022-07-30 07:53:00+00:00;;2022-08-01 09:36:00+00:00;2022-08-01 11:44:00+00:00;1
823;659;Complete;M;2021-09-29 07:53:00+00:00;;2021-10-01 15:58:00+00:00;2021-10-01 22:44:00+00:00;1
824;661;Complete;F;2023-11-24 08:59:00+00:00;;2023-11-25 10:40:00+00:00;2023-11-27 06:09:00+00:00;1
825;661;Shipped;F;2023-10-30 08:59:00+00:00;;2023-10-31 23:49:00+00:00;;2
826;662;Cancelled;M;2022-07-02 10:31:00+00:00;;;;1
827;662;Shipped;M;2023-06-09 10:31:00+00:00;;2023-06-11 22:02:00+00:00;;1
828;664;Complete;F;2024-01-04 07:34:00+00:00;;2024-01-07 04:48:00+00:00;2024-01-07 15:59:00+00:00;3
829;664;Processing;F;2024-01-06 07:34:00+00:00;;;;2
830;664;Processing;F;2023-12-25 07:34:00+00:00;;;;1
831;664;Processing;F;2024-01-09 07:34:00+00:00;;;;1
832;665;Returned;F;2023-11-24 16:03:00+00:00;2023-11-26 04:26:00+00:00;2023-11-25 14:28:00+00:00;2023-11-25 18:16:00+00:00;1
833;666;Cancelled;M;2023-02-06 15:41:00+00:00;;;;1
834;667;Complete;M;2023-10-01 05:00:00+00:00;;2023-10-01 20:02:00+00:00;2023-10-04 13:42:00+00:00;1
835;668;Shipped;M;2021-06-06 16:15:00+00:00;;2021-06-08 12:39:00+00:00;;1
836;669;Processing;M;2023-09-13 00:16:00+00:00;;;;1
838;670;Cancelled;F;2023-12-06 17:11:00+00:00;;;;4
837;670;Processing;F;2021-12-05 17:11:00+00:00;;;;3
839;671;Shipped;F;2022-10-12 16:20:00+00:00;;2022-10-14 13:48:00+00:00;;1
840;673;Processing;F;2021-09-18 02:42:00+00:00;;;;1
842;674;Complete;M;2019-07-15 13:32:00+00:00;;2019-07-18 13:07:00+00:00;2019-07-20 18:53:00+00:00;1
841;674;Shipped;M;2022-04-13 13:32:00+00:00;;2022-04-13 21:15:00+00:00;;1
843;675;Shipped;F;2021-03-13 17:48:00+00:00;;2021-03-15 21:40:00+00:00;;1
844;676;Shipped;F;2023-12-06 05:33:00+00:00;;2023-12-07 12:02:00+00:00;;1
845;676;Shipped;F;2021-01-26 05:33:00+00:00;;2021-01-28 01:47:00+00:00;;1
846;677;Shipped;F;2021-08-21 15:58:00+00:00;;2021-08-22 16:16:00+00:00;;1
848;678;Processing;F;2020-12-31 10:47:00+00:00;;;;1
847;678;Shipped;F;2022-07-21 10:47:00+00:00;;2022-07-22 03:14:00+00:00;;3
849;679;Shipped;F;2023-12-26 14:10:00+00:00;;2023-12-28 23:31:00+00:00;;1
850;680;Shipped;M;2023-11-29 12:36:00+00:00;;2023-11-30 10:18:00+00:00;;3
851;681;Complete;F;2023-06-07 08:06:00+00:00;;2023-06-08 12:42:00+00:00;2023-06-12 19:16:00+00:00;1
852;682;Complete;M;2022-08-06 12:09:00+00:00;;2022-08-09 03:54:00+00:00;2022-08-09 21:31:00+00:00;1
853;684;Cancelled;F;2023-12-22 06:31:00+00:00;;;;1
854;685;Processing;F;2022-01-01 07:44:00+00:00;;;;4
855;686;Returned;M;2022-10-02 12:07:00+00:00;2022-10-10 06:43:00+00:00;2022-10-05 03:35:00+00:00;2022-10-09 22:55:00+00:00;1
856;687;Shipped;F;2023-06-21 18:43:00+00:00;;2023-06-23 04:21:00+00:00;;1
857;687;Shipped;F;2023-09-12 18:43:00+00:00;;2023-09-14 04:35:00+00:00;;2
858;688;Complete;F;2019-10-16 14:52:00+00:00;;2019-10-19 13:58:00+00:00;2019-10-20 18:51:00+00:00;1
859;689;Complete;F;2022-08-14 00:26:00+00:00;;2022-08-14 08:32:00+00:00;2022-08-14 12:45:00+00:00;1
861;689;Complete;F;2021-07-10 00:26:00+00:00;;2021-07-11 16:49:00+00:00;2021-07-12 14:23:00+00:00;1
860;689;Shipped;F;2019-11-24 00:26:00+00:00;;2019-11-25 23:22:00+00:00;;1
862;690;Complete;F;2023-08-11 05:49:00+00:00;;2023-08-13 03:52:00+00:00;2023-08-16 07:45:00+00:00;1
863;691;Cancelled;F;2023-03-04 05:32:00+00:00;;;;1
864;691;Shipped;F;2023-08-07 05:32:00+00:00;;2023-08-07 13:25:00+00:00;;1
865;692;Complete;M;2023-03-13 09:39:00+00:00;;2023-03-14 13:54:00+00:00;2023-03-18 16:34:00+00:00;2
866;693;Complete;M;2022-04-12 00:27:00+00:00;;2022-04-14 19:45:00+00:00;2022-04-17 14:35:00+00:00;1
867;695;Returned;F;2022-10-27 11:27:00+00:00;2022-10-31 13:51:00+00:00;2022-10-29 05:45:00+00:00;2022-10-30 22:44:00+00:00;3
868;696;Processing;F;2023-05-12 11:53:00+00:00;;;;1
869;697;Returned;F;2021-07-07 13:53:00+00:00;2021-07-11 09:28:00+00:00;2021-07-08 21:59:00+00:00;2021-07-09 13:40:00+00:00;1
870;698;Complete;M;2023-09-06 05:54:00+00:00;;2023-09-08 20:19:00+00:00;2023-09-10 05:57:00+00:00;1
871;699;Complete;M;2023-04-02 03:23:00+00:00;;2023-04-02 16:36:00+00:00;2023-04-03 21:11:00+00:00;1
872;699;Shipped;M;2022-04-23 03:23:00+00:00;;2022-04-25 14:37:00+00:00;;4
873;700;Cancelled;F;2020-02-27 05:17:00+00:00;;;;2
874;700;Processing;F;2021-07-27 05:17:00+00:00;;;;1
875;701;Complete;F;2021-04-23 13:50:00+00:00;;2021-04-26 08:57:00+00:00;2021-04-30 21:06:00+00:00;1
876;702;Shipped;F;2022-10-17 00:32:00+00:00;;2022-10-17 07:59:00+00:00;;1
878;703;Complete;M;2022-03-23 03:26:00+00:00;;2022-03-23 23:09:00+00:00;2022-03-24 03:59:00+00:00;1
877;703;Shipped;M;2022-02-11 03:26:00+00:00;;2022-02-14 03:00:00+00:00;;1
879;705;Shipped;M;2023-10-10 09:33:00+00:00;;2023-10-11 10:57:00+00:00;;1
882;706;Complete;F;2022-01-31 12:32:00+00:00;;2022-01-31 13:55:00+00:00;2022-02-02 12:31:00+00:00;1
880;706;Processing;F;2023-09-29 12:32:00+00:00;;;;1
881;706;Returned;F;2022-04-28 12:32:00+00:00;2022-04-28 19:06:00+00:00;2022-04-28 16:32:00+00:00;2022-04-28 17:15:00+00:00;1
883;707;Processing;M;2023-11-24 18:17:00+00:00;;;;2
884;708;Complete;M;2023-11-09 09:22:00+00:00;;2023-11-11 00:14:00+00:00;2023-11-12 19:07:00+00:00;2
885;711;Cancelled;F;2021-10-28 03:06:00+00:00;;;;1
886;711;Shipped;F;2023-01-06 03:06:00+00:00;;2023-01-08 02:13:00+00:00;;2
887;712;Complete;F;2023-10-24 02:59:00+00:00;;2023-10-24 15:41:00+00:00;2023-10-25 07:42:00+00:00;4
888;712;Processing;F;2023-10-06 02:59:00+00:00;;;;2
889;713;Cancelled;M;2023-06-08 06:37:00+00:00;;;;1
890;714;Shipped;M;2023-09-11 02:20:00+00:00;;2023-09-12 08:29:00+00:00;;1
891;716;Complete;F;2023-12-03 17:41:00+00:00;;2023-12-04 00:33:00+00:00;2023-12-07 17:11:00+00:00;1
892;717;Shipped;M;2022-10-24 06:36:00+00:00;;2022-10-24 22:54:00+00:00;;4
893;718;Processing;F;2021-10-14 01:04:00+00:00;;;;1
894;719;Shipped;F;2023-10-15 09:54:00+00:00;;2023-10-17 05:15:00+00:00;;1
895;721;Shipped;F;2020-12-09 14:30:00+00:00;;2020-12-11 10:48:00+00:00;;2
897;722;Complete;F;2022-01-04 04:45:00+00:00;;2022-01-06 21:27:00+00:00;2022-01-06 21:51:00+00:00;1
896;722;Returned;F;2024-01-05 04:45:00+00:00;2024-01-10 00:06:00+00:00;2024-01-05 20:51:00+00:00;2024-01-07 10:53:00+00:00;1
